itemId,variationId,externalId,stock,price,priceGross
NaN,NaN,2651,0,22,26.18
NaN,NaN,2652,19,49.01,58.32
NaN,NaN,2653,0,828.14,985.49
NaN,NaN,2654,0,0,0
NaN,NaN,2655,8,197.55,235.08
NaN,NaN,2656,0,799,950.81
NaN,NaN,2657,0,234,278.46
NaN,NaN,2658,10,842.04,1002.03
NaN,NaN,2659,0,34,40.46
NaN,NaN,2660,0,2199,2616.81
NaN,NaN,2661,1,134.48,160.03
NaN,NaN,2662,3,89.66,106.7
NaN,NaN,2663,0,1350,1606.5
NaN,NaN,2664,0,89,105.91
NaN,NaN,2665,0,2025,2409.75
NaN,NaN,2666,0,629,748.51
NaN,NaN,2667,0,529,629.51
NaN,NaN,2668,0,519,617.61
NaN,NaN,2669,0,0.1,0.12
NaN,NaN,2670,0,319,379.61
NaN,NaN,2671,0,99,117.81
NaN,NaN,2672,0,398,473.62
NaN,NaN,2673,0,555,660.45
NaN,NaN,2674,0,349,415.31
NaN,NaN,2675,0,419,498.61
NaN,NaN,2676,0,669,796.11
NaN,NaN,2677,0,104,123.76
NaN,NaN,2678,1,336,399.84
NaN,NaN,2679,1,102.8,122.33
NaN,NaN,2680,106,8.81,10.48
NaN,NaN,2681,0,99,117.81
NaN,NaN,2682,1,25.48,30.32
NaN,NaN,2683,34,68.62,81.66
NaN,NaN,2685,0,12.8,15.23
NaN,NaN,2686,0,369,439.11
NaN,NaN,2687,0,199,236.81
NaN,NaN,2688,0,3420.18,4070.01
NaN,NaN,2689,0,439,522.41
NaN,NaN,2690,0,399,474.81
NaN,NaN,2691,0,469,558.11
NaN,NaN,2692,0,719,855.61
NaN,NaN,2693,0,605,719.95
NaN,NaN,2694,0,19.9,23.68
NaN,NaN,2695,0,169,201.11
NaN,NaN,2696,0,59,70.21
NaN,NaN,2697,0,229,272.51
NaN,NaN,2698,0,279,332.01
NaN,NaN,2699,0,209,248.71
NaN,NaN,2700,0,419,498.61
NaN,NaN,2701,0,399,474.81
NaN,NaN,2702,0,0,0
NaN,NaN,2703,6,182.55,217.23
NaN,NaN,2704,0,299,355.81
NaN,NaN,2705,0,1299,1545.81
NaN,NaN,2706,0,4.89,5.82
NaN,NaN,2707,5,9.79,11.65
NaN,NaN,2708,1,34,40.46
NaN,NaN,2709,0,349,415.31
NaN,NaN,2710,0,555,660.45
NaN,NaN,2711,0,399,474.81
NaN,NaN,2712,0,329,391.51
NaN,NaN,2713,0,329,391.51
NaN,NaN,2714,0,669,796.11
NaN,NaN,2715,0,93.41,111.16
NaN,NaN,2716,0,30.6,36.41
NaN,NaN,2717,0,1895,2255.05
NaN,NaN,2718,0,698,830.62
NaN,NaN,2719,0,120,142.8
NaN,NaN,2720,1,74.79,89
NaN,NaN,2721,2,137.2,163.27
NaN,NaN,2722,0,21.56,25.66
NaN,NaN,2723,0,1250,1487.5
NaN,NaN,2724,0,154,183.26
NaN,NaN,2725,6,34,40.46
NaN,NaN,2726,0,749.9,892.38
NaN,NaN,2727,0,119,141.61
NaN,NaN,2728,3,126.47,150.5
NaN,NaN,2729,0,54.4,64.74
NaN,NaN,2730,1,34,40.46
NaN,NaN,2731,0,0.01,0.01
NaN,NaN,2732,0,1,1.19
NaN,NaN,2733,0,334,397.46
NaN,NaN,2734,0,34.23,40.73
NaN,NaN,2735,0,44.59,53.06
NaN,NaN,2736,1,209.6,249.42
NaN,NaN,2737,0,30,35.7
NaN,NaN,2738,0,244.12,290.5
NaN,NaN,2739,41,253.92,302.16
NaN,NaN,2740,64,351.96,418.83
NaN,NaN,2741,24,15.99,19.03
NaN,NaN,2742,0,32,38.08
NaN,NaN,2743,0,1999,2378.81
NaN,NaN,2744,4,3.99,4.75
NaN,NaN,2745,0,1695,2017.05
NaN,NaN,2746,0,709,843.71
NaN,NaN,2747,0,834,992.46
NaN,NaN,2748,0,349,415.31
NaN,NaN,2749,0,7.83,9.32
NaN,NaN,2750,0,2499,2973.81
NaN,NaN,2751,0,16.66,19.83
NaN,NaN,2752,0,1884,2241.96
NaN,NaN,2753,0,49,58.31
NaN,NaN,2754,0,2.9,3.45
NaN,NaN,2755,0,822.61,978.91
NaN,NaN,2756,0,24,28.56
NaN,NaN,2758,0,13.5,16.07
NaN,NaN,2759,0,0,0
NaN,NaN,2760,0,109,129.71
NaN,NaN,2761,-17,549,653.31
NaN,NaN,2762,0,329,391.51
NaN,NaN,2763,3,279.9,333.08
NaN,NaN,2764,-4,589,700.91
NaN,NaN,2765,0,399,474.81
NaN,NaN,2766,0,429,510.51
NaN,NaN,2767,0,469,558.11
NaN,NaN,2768,0,649,772.31
NaN,NaN,2769,0,1109,1319.71
NaN,NaN,2770,0,1079.2,1284.25
NaN,NaN,2771,0,379,451.01
NaN,NaN,2772,0,589,700.91
NaN,NaN,2773,0,559.9,666.28
NaN,NaN,2774,0,799,950.81
NaN,NaN,2775,2,875.2,1041.49
NaN,NaN,2777,0,1499,1783.81
NaN,NaN,2778,0,34,40.46
NaN,NaN,2779,0,1299,1545.81
NaN,NaN,2780,0,269,320.11
NaN,NaN,2781,0,299,355.81
NaN,NaN,2782,0,309,367.71
NaN,NaN,2783,0,319,379.61
NaN,NaN,2784,0,369,439.11
NaN,NaN,2785,1,369,439.11
NaN,NaN,2786,4,549,653.31
NaN,NaN,2787,0,669,796.11
NaN,NaN,2788,0,1999,2378.81
NaN,NaN,2789,0,2499,2973.81
NaN,NaN,2790,0,1499,1783.81
NaN,NaN,2791,3,999,1188.81
NaN,NaN,2792,4,863.2,1027.21
NaN,NaN,2793,0,1099,1307.81
NaN,NaN,2794,5,114,135.66
NaN,NaN,2795,5,114,135.66
NaN,NaN,2796,0,98,116.62
NaN,NaN,2797,0,42,49.98
NaN,NaN,2798,0,41,48.79
NaN,NaN,2799,0,74.14,88.23
NaN,NaN,2800,0,83.83,99.76
NaN,NaN,2801,0,4,4.76
NaN,NaN,2802,0,68.21,81.17
NaN,NaN,2803,0,83.62,99.51
NaN,NaN,2804,0,23.6,28.08
NaN,NaN,2805,0,679,808.01
NaN,NaN,2806,0,1050,1249.5
NaN,NaN,2807,0,204,242.76
NaN,NaN,2808,0,329,391.51
NaN,NaN,2809,0,1199,1426.81
NaN,NaN,2810,3,1099.2,1308.05
NaN,NaN,2811,0,139,165.41
NaN,NaN,2812,0,199,236.81
NaN,NaN,2813,0,41,48.79
NaN,NaN,2814,0,1107.2,1317.57
NaN,NaN,2815,38,15.73,18.72
NaN,NaN,2816,0,39,46.41
NaN,NaN,2817,1,669,796.11
NaN,NaN,2818,0,9.79,11.65
NaN,NaN,2819,64,44.11,52.49
NaN,NaN,2820,3,337.25,401.33
NaN,NaN,2821,30,109,129.71
NaN,NaN,2822,0,24.5,29.16
NaN,NaN,2823,0,239,284.41
NaN,NaN,2824,0,995,1184.05
NaN,NaN,2825,2,919,1093.61
NaN,NaN,2826,0,975,1160.25
NaN,NaN,2827,0,229,272.51
NaN,NaN,2828,0,364,433.16
NaN,NaN,2829,0,244,290.36
NaN,NaN,2830,6,14.7,17.49
NaN,NaN,2831,0,58.81,69.98
NaN,NaN,2832,153,129,153.51
NaN,NaN,2833,0,29,34.51
NaN,NaN,2834,0,1648.66,1961.91
NaN,NaN,2835,49,7.83,9.32
NaN,NaN,2836,40,9.79,11.65
NaN,NaN,2837,36,25.48,30.32
NaN,NaN,2838,0,20,23.8
NaN,NaN,2839,0,1199,1426.81
NaN,NaN,2840,91,6.85,8.15
NaN,NaN,2841,52,21.56,25.66
NaN,NaN,2842,29,293.14,348.84
NaN,NaN,2843,0,840,999.6
NaN,NaN,2844,0,1429,1700.51
NaN,NaN,2845,0,460.8,548.35
NaN,NaN,2846,0,300,357
NaN,NaN,2847,0,89.9,106.98
NaN,NaN,2848,0,1099,1307.81
NaN,NaN,2849,59,21.56,25.66
NaN,NaN,2850,0,4.5,5.36
NaN,NaN,2851,0,4.89,5.82
NaN,NaN,2852,20,4.89,5.82
NaN,NaN,2853,5,9.79,11.65
NaN,NaN,2854,8,4.89,5.82
NaN,NaN,2855,1,14.7,17.49
NaN,NaN,2856,9,14.66,17.45
NaN,NaN,2857,6,11.18,13.3
NaN,NaN,2858,43,316.76,376.94
NaN,NaN,2859,0,166.95,198.67
NaN,NaN,2860,0,1709,2033.71
NaN,NaN,2861,0,1475,1755.25
NaN,NaN,2862,0,2060,2451.4
NaN,NaN,2863,0,1800,2142
NaN,NaN,2864,0,309,367.71
NaN,NaN,2865,0,1400,1666
NaN,NaN,2866,30,293.14,348.84
NaN,NaN,2867,0,239,284.41
